project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-PAAD	0944ce65-a89a-4916-b90a-f674b334281e	TCGA-IB-7893	7662604a-832a-433c-9d6e-74c2e14c0835	TCGA-IB-7893-10A	3f3c7625-e00e-4f79-b0b3-67e3be0bab7c	TCGA-IB-7893-10A-01	5274c3ea-6f46-47dc-bf10-5b9e5ffa3221	TCGA-IB-7893-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0944ce65-a89a-4916-b90a-f674b334281e	TCGA-IB-7893	ced8751e-3265-4cfe-8289-d2c66dd0139c	TCGA-IB-7893-01A	d1510433-5ac9-4556-b271-e9b4f908f612	TCGA-IB-7893-01A-11	011d06cc-5d28-4fc7-8417-83af1e9466e3	TCGA-IB-7893-01A-11D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0944ce65-a89a-4916-b90a-f674b334281e	TCGA-IB-7893	ced8751e-3265-4cfe-8289-d2c66dd0139c	TCGA-IB-7893-01A	d1510433-5ac9-4556-b271-e9b4f908f612	TCGA-IB-7893-01A-11	63a512bd-e88b-4881-ba3b-f4820b814dc0	TCGA-IB-7893-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	0944ce65-a89a-4916-b90a-f674b334281e	TCGA-IB-7893	ced8751e-3265-4cfe-8289-d2c66dd0139c	TCGA-IB-7893-01A	d1510433-5ac9-4556-b271-e9b4f908f612	TCGA-IB-7893-01A-11	cd687155-ec68-4f65-8021-04d9acd994d0	TCGA-IB-7893-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.5	9.1	UV Spec	released	'--
TCGA-PAAD	5965cd7b-f384-4473-826a-8381e362d10e	TCGA-FB-AAQ3	1f877e0a-02e7-4b3f-88f0-221054d20b6c	TCGA-FB-AAQ3-01A	e450dcba-ea0c-4b78-b06f-39694e2549f8	TCGA-FB-AAQ3-01A-11	ac7f5537-4c51-4f51-9d6a-6dc2c4f854c3	TCGA-FB-AAQ3-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	5965cd7b-f384-4473-826a-8381e362d10e	TCGA-FB-AAQ3	1f877e0a-02e7-4b3f-88f0-221054d20b6c	TCGA-FB-AAQ3-01A	e450dcba-ea0c-4b78-b06f-39694e2549f8	TCGA-FB-AAQ3-01A-11	cfacfa74-4404-41a7-b9a7-d670cf655cfc	TCGA-FB-AAQ3-01A-11R	1.79	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.81	7.2	UV Spec	released	'--
TCGA-PAAD	5965cd7b-f384-4473-826a-8381e362d10e	TCGA-FB-AAQ3	fbc13435-bb5e-435e-ab73-0d88f755e6e1	TCGA-FB-AAQ3-11A	835b15ee-e9ca-4b86-9959-1793b2f1bb94	TCGA-FB-AAQ3-11A-11	0cc2dedf-e9f7-4daf-a0a3-5929745df1f3	TCGA-FB-AAQ3-11A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	459028fd-0cd8-4e6d-a668-71fd60bd0a37	TCGA-HZ-8637	0739286f-c4f3-4c52-bc2a-57bf9807c02d	TCGA-HZ-8637-01A	1f49fe0f-0e68-4ede-b7cd-d555ef0cb2b8	TCGA-HZ-8637-01A-11	a6d4a80f-a212-4514-943e-5e5d4b137fc9	TCGA-HZ-8637-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.44	7.9	UV Spec	released	'--
TCGA-PAAD	459028fd-0cd8-4e6d-a668-71fd60bd0a37	TCGA-HZ-8637	0739286f-c4f3-4c52-bc2a-57bf9807c02d	TCGA-HZ-8637-01A	1f49fe0f-0e68-4ede-b7cd-d555ef0cb2b8	TCGA-HZ-8637-01A-11	bedf8c56-85fc-4cf7-89b6-a122f8ee8250	TCGA-HZ-8637-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	459028fd-0cd8-4e6d-a668-71fd60bd0a37	TCGA-HZ-8637	0739286f-c4f3-4c52-bc2a-57bf9807c02d	TCGA-HZ-8637-01A	1f49fe0f-0e68-4ede-b7cd-d555ef0cb2b8	TCGA-HZ-8637-01A-11	d606024d-6c51-40da-b354-4fc64b73b285	TCGA-HZ-8637-01A-11D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	459028fd-0cd8-4e6d-a668-71fd60bd0a37	TCGA-HZ-8637	bd2418ec-2269-4a4d-bed9-01b6baf8d910	TCGA-HZ-8637-10A	2696f95b-02a4-4127-8026-355434cd6cd7	TCGA-HZ-8637-10A-01	d3edb08a-62be-47cb-a1cc-5c1e07ef837d	TCGA-HZ-8637-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-PAAD	459028fd-0cd8-4e6d-a668-71fd60bd0a37	TCGA-HZ-8637	bd2418ec-2269-4a4d-bed9-01b6baf8d910	TCGA-HZ-8637-10A	2696f95b-02a4-4127-8026-355434cd6cd7	TCGA-HZ-8637-10A-01	ded9383a-4bcc-4ec8-8b0c-9b1f94186dda	TCGA-HZ-8637-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	TCGA-IB-AAUO	0ce6119d-1e6d-4612-9859-7a635fc14309	TCGA-IB-AAUO-10A	f5c21e0c-8e99-4f2c-a82f-a058a140c6ec	TCGA-IB-AAUO-10A-01	b137fc89-5df4-4682-af16-375f01aad241	TCGA-IB-AAUO-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	TCGA-IB-AAUO	0ce6119d-1e6d-4612-9859-7a635fc14309	TCGA-IB-AAUO-10A	f5c21e0c-8e99-4f2c-a82f-a058a140c6ec	TCGA-IB-AAUO-10A-01	f5a7c5b5-1ea5-44e8-ba9a-610f4bea3c18	TCGA-IB-AAUO-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	TCGA-IB-AAUO	54f91e93-7222-49b4-a70b-d9456fdb753b	TCGA-IB-AAUO-01A	c75426ab-dbd9-44ff-bb7c-b40221cac113	TCGA-IB-AAUO-01A-12	05882586-c531-4240-85d1-75f0aa173f1c	TCGA-IB-AAUO-01A-12R	1.87	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.43	7.0	UV Spec	released	'--
TCGA-PAAD	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	TCGA-IB-AAUO	54f91e93-7222-49b4-a70b-d9456fdb753b	TCGA-IB-AAUO-01A	c75426ab-dbd9-44ff-bb7c-b40221cac113	TCGA-IB-AAUO-01A-12	5ce9dbff-029f-45a5-b18e-7f9b00a7cd7f	TCGA-IB-AAUO-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	869e61d6-fbbf-4ca2-be1a-57b82a03c7a1	TCGA-IB-AAUO	54f91e93-7222-49b4-a70b-d9456fdb753b	TCGA-IB-AAUO-01A	c75426ab-dbd9-44ff-bb7c-b40221cac113	TCGA-IB-AAUO-01A-12	7398cd45-01fc-4061-8a33-7b0acc143e68	TCGA-IB-AAUO-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	c70621cc-c8e1-441d-93ec-bd6922cc7f61	TCGA-S4-A8RM	85fd14c0-cb0d-4649-bc9d-3b072bec9eb9	TCGA-S4-A8RM-10A	55471987-63cb-4b7a-a335-a38b30ec65cf	TCGA-S4-A8RM-10A-01	01d7da07-8ac4-4e64-8ee4-a1cbefb11cf2	TCGA-S4-A8RM-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c70621cc-c8e1-441d-93ec-bd6922cc7f61	TCGA-S4-A8RM	85fd14c0-cb0d-4649-bc9d-3b072bec9eb9	TCGA-S4-A8RM-10A	55471987-63cb-4b7a-a335-a38b30ec65cf	TCGA-S4-A8RM-10A-01	2120067b-c272-4c2b-af12-b1d6b8c00e07	TCGA-S4-A8RM-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	c70621cc-c8e1-441d-93ec-bd6922cc7f61	TCGA-S4-A8RM	986f9084-bbb8-4afa-9d13-697dad1b7b1a	TCGA-S4-A8RM-01A	2bdb38b7-2651-4882-8fdf-a27d42252692	TCGA-S4-A8RM-01A-11	1bbaccf1-3b11-46da-a2fa-609e03a3f466	TCGA-S4-A8RM-01A-11R	1.87	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.66	8.9	UV Spec	released	'--
TCGA-PAAD	c70621cc-c8e1-441d-93ec-bd6922cc7f61	TCGA-S4-A8RM	986f9084-bbb8-4afa-9d13-697dad1b7b1a	TCGA-S4-A8RM-01A	2bdb38b7-2651-4882-8fdf-a27d42252692	TCGA-S4-A8RM-01A-11	e85e09ef-fc45-4d7c-953a-02d66bb765e8	TCGA-S4-A8RM-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	c70621cc-c8e1-441d-93ec-bd6922cc7f61	TCGA-S4-A8RM	986f9084-bbb8-4afa-9d13-697dad1b7b1a	TCGA-S4-A8RM-01A	2bdb38b7-2651-4882-8fdf-a27d42252692	TCGA-S4-A8RM-01A-11	f06c3ccf-e8b1-4e32-8981-b3f0e6942f74	TCGA-S4-A8RM-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	517e0f20-56cc-470e-8c5f-543efa10cfb5	TCGA-3A-A9IZ	4c548bef-fb19-464a-88b4-a4e251665303	TCGA-3A-A9IZ-10A	9e5a64aa-c9e9-483c-854a-0a6fd360e154	TCGA-3A-A9IZ-10A-01	f08e492b-4aa7-4c13-bd0a-eefc91195c9c	TCGA-3A-A9IZ-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	517e0f20-56cc-470e-8c5f-543efa10cfb5	TCGA-3A-A9IZ	9434a114-6fb9-421e-af9e-5d71ee6b28c7	TCGA-3A-A9IZ-01A	936ae3ae-9fb1-4693-b5db-e74ff5790cd9	TCGA-3A-A9IZ-01A-12	30ff0994-b8f9-407c-9856-e71e246dbf7b	TCGA-3A-A9IZ-01A-12R	1.88	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.4	7.3	UV Spec	released	'--
TCGA-PAAD	517e0f20-56cc-470e-8c5f-543efa10cfb5	TCGA-3A-A9IZ	9434a114-6fb9-421e-af9e-5d71ee6b28c7	TCGA-3A-A9IZ-01A	936ae3ae-9fb1-4693-b5db-e74ff5790cd9	TCGA-3A-A9IZ-01A-12	4115fdbc-9502-4a55-8f32-78ea1664257c	TCGA-3A-A9IZ-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	45e48080-0b27-45f4-8149-1ae7e36c6933	TCGA-IB-A6UG	4ffc5cf2-cdee-43eb-a4a8-5cb1ce70c56f	TCGA-IB-A6UG-10A	a1b5646d-a614-4e25-98a4-c06e99f9a138	TCGA-IB-A6UG-10A-01	7c232a9e-0bfc-4ce3-9cb4-1f191d7d2c75	TCGA-IB-A6UG-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	45e48080-0b27-45f4-8149-1ae7e36c6933	TCGA-IB-A6UG	4ffc5cf2-cdee-43eb-a4a8-5cb1ce70c56f	TCGA-IB-A6UG-10A	a1b5646d-a614-4e25-98a4-c06e99f9a138	TCGA-IB-A6UG-10A-01	92d7e401-3cea-452d-89b8-7cf69c4aa18c	TCGA-IB-A6UG-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	45e48080-0b27-45f4-8149-1ae7e36c6933	TCGA-IB-A6UG	567371df-10bf-4656-a705-b7bf369715b6	TCGA-IB-A6UG-01A	8dbe1e99-4ffa-422b-9e98-222d46112d9c	TCGA-IB-A6UG-01A-32	b7c246f8-5c2a-4753-b1f9-504c45a65db2	TCGA-IB-A6UG-01A-32W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	45e48080-0b27-45f4-8149-1ae7e36c6933	TCGA-IB-A6UG	567371df-10bf-4656-a705-b7bf369715b6	TCGA-IB-A6UG-01A	8dbe1e99-4ffa-422b-9e98-222d46112d9c	TCGA-IB-A6UG-01A-32	d85270ba-a45e-4ba3-bc67-f254dc7d7fcb	TCGA-IB-A6UG-01A-32R	2.0	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.13	7.0	UV Spec	released	'--
TCGA-PAAD	45e48080-0b27-45f4-8149-1ae7e36c6933	TCGA-IB-A6UG	567371df-10bf-4656-a705-b7bf369715b6	TCGA-IB-A6UG-01A	8dbe1e99-4ffa-422b-9e98-222d46112d9c	TCGA-IB-A6UG-01A-32	e37a801b-650d-422a-801e-8e0f6af173ad	TCGA-IB-A6UG-01A-32D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	cfda26b9-d417-425c-9a72-fa76ca4b296c	TCGA-IB-AAUM	5045b6b2-2a2d-4132-a3b7-4e3f98d56b10	TCGA-IB-AAUM-01A	a3dbcbe5-05f4-4630-86b7-809c90a7f8b4	TCGA-IB-AAUM-01A-11	3c783d96-8a2f-412b-8b6d-bdfb42a05f41	TCGA-IB-AAUM-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	cfda26b9-d417-425c-9a72-fa76ca4b296c	TCGA-IB-AAUM	5045b6b2-2a2d-4132-a3b7-4e3f98d56b10	TCGA-IB-AAUM-01A	a3dbcbe5-05f4-4630-86b7-809c90a7f8b4	TCGA-IB-AAUM-01A-11	6691dcbd-c7d2-4140-95f3-ef98c9de6afa	TCGA-IB-AAUM-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	cfda26b9-d417-425c-9a72-fa76ca4b296c	TCGA-IB-AAUM	5045b6b2-2a2d-4132-a3b7-4e3f98d56b10	TCGA-IB-AAUM-01A	a3dbcbe5-05f4-4630-86b7-809c90a7f8b4	TCGA-IB-AAUM-01A-11	6d8010e7-3dce-4224-bb3f-e9a716dc27a5	TCGA-IB-AAUM-01A-11R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.1	7.6	UV Spec	released	'--
TCGA-PAAD	cfda26b9-d417-425c-9a72-fa76ca4b296c	TCGA-IB-AAUM	c181c8da-6750-4799-bdaa-8719cea46150	TCGA-IB-AAUM-10A	4768411a-224e-4e05-bb77-c57990f4cfca	TCGA-IB-AAUM-10A-01	7802e723-f8ae-40f1-b838-0067d706570f	TCGA-IB-AAUM-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	cfda26b9-d417-425c-9a72-fa76ca4b296c	TCGA-IB-AAUM	c181c8da-6750-4799-bdaa-8719cea46150	TCGA-IB-AAUM-10A	4768411a-224e-4e05-bb77-c57990f4cfca	TCGA-IB-AAUM-10A-01	ac618520-a180-4f56-9826-1908cb5b2df3	TCGA-IB-AAUM-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	ec9ac713-08e9-4559-b606-5f58d2c4df50	TCGA-IB-7649	814b2dbd-07f3-4063-a7df-f80511853045	TCGA-IB-7649-01A	945e786d-2184-4988-aaf5-e08f11f2da48	TCGA-IB-7649-01A-11	40c650f2-2a45-43a6-896f-ce82e3260a4f	TCGA-IB-7649-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ec9ac713-08e9-4559-b606-5f58d2c4df50	TCGA-IB-7649	814b2dbd-07f3-4063-a7df-f80511853045	TCGA-IB-7649-01A	945e786d-2184-4988-aaf5-e08f11f2da48	TCGA-IB-7649-01A-11	42e1815b-9451-42b0-8ca8-6d23b6f5d880	TCGA-IB-7649-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ec9ac713-08e9-4559-b606-5f58d2c4df50	TCGA-IB-7649	814b2dbd-07f3-4063-a7df-f80511853045	TCGA-IB-7649-01A	945e786d-2184-4988-aaf5-e08f11f2da48	TCGA-IB-7649-01A-11	b224f65f-a1b7-46cb-9137-79d94bb22732	TCGA-IB-7649-01A-11R	'--	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.12	7.0	UV Spec	released	'--
TCGA-PAAD	ec9ac713-08e9-4559-b606-5f58d2c4df50	TCGA-IB-7649	93dc9759-241e-41d5-a4bb-3734bd2bb647	TCGA-IB-7649-10A	869849a9-500a-41ae-b374-e43984e526e2	TCGA-IB-7649-10A-01	08cd2adb-d8bd-4b34-89f6-abe48080e27a	TCGA-IB-7649-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	ec9ac713-08e9-4559-b606-5f58d2c4df50	TCGA-IB-7649	93dc9759-241e-41d5-a4bb-3734bd2bb647	TCGA-IB-7649-10A	869849a9-500a-41ae-b374-e43984e526e2	TCGA-IB-7649-10A-01	291026d4-dca9-4d08-a750-22b96465abe6	TCGA-IB-7649-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	396ff766-a383-4f42-bce3-f2f32b7f1151	TCGA-3A-A9I9	56541f00-7e19-414c-bbd0-56b74697ecb1	TCGA-3A-A9I9-10A	0640fb6c-5d92-48a1-9829-3f731b16641e	TCGA-3A-A9I9-10A-01	4c84d747-142c-43a5-83cc-818deb4d4f5e	TCGA-3A-A9I9-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	396ff766-a383-4f42-bce3-f2f32b7f1151	TCGA-3A-A9I9	56541f00-7e19-414c-bbd0-56b74697ecb1	TCGA-3A-A9I9-10A	0640fb6c-5d92-48a1-9829-3f731b16641e	TCGA-3A-A9I9-10A-01	64613aa4-f0bd-4cfe-a706-3c9191d886cc	TCGA-3A-A9I9-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	396ff766-a383-4f42-bce3-f2f32b7f1151	TCGA-3A-A9I9	890188e5-9234-4b5d-8bca-68d8059c8645	TCGA-3A-A9I9-01A	c7029a8c-1b78-4442-96a3-b524a6f7d85c	TCGA-3A-A9I9-01A-11	4b0561d9-5165-40b2-a5e6-7988416ce4d0	TCGA-3A-A9I9-01A-11R	1.87	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.91	7.3	UV Spec	released	'--
TCGA-PAAD	396ff766-a383-4f42-bce3-f2f32b7f1151	TCGA-3A-A9I9	890188e5-9234-4b5d-8bca-68d8059c8645	TCGA-3A-A9I9-01A	c7029a8c-1b78-4442-96a3-b524a6f7d85c	TCGA-3A-A9I9-01A-11	5413693d-bf4b-4384-beda-269b7c9d2b9e	TCGA-3A-A9I9-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	396ff766-a383-4f42-bce3-f2f32b7f1151	TCGA-3A-A9I9	890188e5-9234-4b5d-8bca-68d8059c8645	TCGA-3A-A9I9-01A	c7029a8c-1b78-4442-96a3-b524a6f7d85c	TCGA-3A-A9I9-01A-11	f6364867-f8b7-4b7a-a9b9-58bb79bd3187	TCGA-3A-A9I9-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	a53c919a-4e08-46f1-af3f-30b16b597c33	TCGA-IB-AAUU	56998367-b77c-40db-86b4-237d4429ddcb	TCGA-IB-AAUU-10A	7292e76b-adc5-4054-892c-04124e8237a2	TCGA-IB-AAUU-10A-01	cd521d4e-40a8-4387-ab21-3d8ba3a91563	TCGA-IB-AAUU-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	a53c919a-4e08-46f1-af3f-30b16b597c33	TCGA-IB-AAUU	56998367-b77c-40db-86b4-237d4429ddcb	TCGA-IB-AAUU-10A	7292e76b-adc5-4054-892c-04124e8237a2	TCGA-IB-AAUU-10A-01	fcfe42ff-7eea-45d3-8d2b-ec074ba1eb7a	TCGA-IB-AAUU-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	a53c919a-4e08-46f1-af3f-30b16b597c33	TCGA-IB-AAUU	c4340082-347a-41e6-a135-3f5f82973de2	TCGA-IB-AAUU-01A	24427a7c-1a5e-40ad-b294-dbfea58860b4	TCGA-IB-AAUU-01A-11	42b567e4-a04b-4003-92c6-5cb69025c9d8	TCGA-IB-AAUU-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	a53c919a-4e08-46f1-af3f-30b16b597c33	TCGA-IB-AAUU	c4340082-347a-41e6-a135-3f5f82973de2	TCGA-IB-AAUU-01A	24427a7c-1a5e-40ad-b294-dbfea58860b4	TCGA-IB-AAUU-01A-11	8c88aa5d-cf27-4423-bcdd-a4749ef710b9	TCGA-IB-AAUU-01A-11R	1.87	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	0.92	7.1	UV Spec	released	'--
TCGA-PAAD	a53c919a-4e08-46f1-af3f-30b16b597c33	TCGA-IB-AAUU	c4340082-347a-41e6-a135-3f5f82973de2	TCGA-IB-AAUU-01A	24427a7c-1a5e-40ad-b294-dbfea58860b4	TCGA-IB-AAUU-01A-11	fb014743-adc0-4e87-b49c-8cd5f26f7219	TCGA-IB-AAUU-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	9d5c5303-550f-454f-8fd4-8abcdd311215	TCGA-RB-AA9M	56b480e6-07af-4150-af5e-0c4c20cde9b2	TCGA-RB-AA9M-10A	d26908fd-e76a-46bd-bd24-d46c51f6cdbf	TCGA-RB-AA9M-10A-01	06675b9c-2b0e-4c95-bfe6-9c88e7819f53	TCGA-RB-AA9M-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	9d5c5303-550f-454f-8fd4-8abcdd311215	TCGA-RB-AA9M	56b480e6-07af-4150-af5e-0c4c20cde9b2	TCGA-RB-AA9M-10A	d26908fd-e76a-46bd-bd24-d46c51f6cdbf	TCGA-RB-AA9M-10A-01	07df5f79-8ca3-46f2-a58b-8dc0fa3b1c7d	TCGA-RB-AA9M-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	9d5c5303-550f-454f-8fd4-8abcdd311215	TCGA-RB-AA9M	6a57b90f-bd7a-4d50-8585-baee5cc6f282	TCGA-RB-AA9M-01A	cd5a0bd4-97c5-4114-b395-0e4ba553b6b2	TCGA-RB-AA9M-01A-11	17500dac-525a-4b48-82e4-054825acad25	TCGA-RB-AA9M-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-PAAD	9d5c5303-550f-454f-8fd4-8abcdd311215	TCGA-RB-AA9M	6a57b90f-bd7a-4d50-8585-baee5cc6f282	TCGA-RB-AA9M-01A	cd5a0bd4-97c5-4114-b395-0e4ba553b6b2	TCGA-RB-AA9M-01A-11	ae71ee16-4e73-44fe-aef6-e35726bfc94b	TCGA-RB-AA9M-01A-11R	1.85	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.37	8.2	UV Spec	released	'--
TCGA-PAAD	9d5c5303-550f-454f-8fd4-8abcdd311215	TCGA-RB-AA9M	6a57b90f-bd7a-4d50-8585-baee5cc6f282	TCGA-RB-AA9M-01A	cd5a0bd4-97c5-4114-b395-0e4ba553b6b2	TCGA-RB-AA9M-01A-11	d3a26b74-9aad-45a5-b812-91d2ab5575f1	TCGA-RB-AA9M-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	31aca8a3-7107-4b9d-8b6a-c07caa2a9339	TCGA-IB-A5SS	5a9c6c05-96a7-469b-a663-49c46f992c3a	TCGA-IB-A5SS-10A	23ef8b54-2b1f-447d-9002-ed0b245cbb30	TCGA-IB-A5SS-10A-01	07c063ea-04e2-426d-8926-26c2bdca3287	TCGA-IB-A5SS-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-PAAD	31aca8a3-7107-4b9d-8b6a-c07caa2a9339	TCGA-IB-A5SS	5a9c6c05-96a7-469b-a663-49c46f992c3a	TCGA-IB-A5SS-10A	23ef8b54-2b1f-447d-9002-ed0b245cbb30	TCGA-IB-A5SS-10A-01	afd31e69-c5e9-4aae-9d7e-73d8a1f58fb7	TCGA-IB-A5SS-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
